Parámetros
Parámetro Valor
fecha_produccion_desde 2025-01-08
fecha_produccion_hasta 2025-01-08
fecha_faena_desde 2025-01-07
fecha_faena_hasta 2025-01-07
mostrar_tropas Sí

Producción del día (faena 2025-01-07 / producción 2025-01-08)

Código Producto Descripción Cajas Kg. Neto
"IBMCF3010 HIGADO 1,000 20,000"
"IBMCF3039 RECORTES DE LENGUA 4,000 72,000"
"IBMCF3220 TRAGAPASTO 8,000 144,000"
"IBMCF3230 TRONCO DE LENGUA 7,000 140,000"
"IBMCF3400 PANCREAS 1,000 20,000"
"IBMCFB011 HIGADO 96,000 666,850"
"IBMCFE010 HIGADO 37,000 194,850"
"IBMCFE020 CORAZON 224,000 372,000"
"IBMCFE030 LENGUA CORTE SUIZO 3.210,000 2.847,390"
"IBMCFE041 LABIO 38,000 190,000"
"IBMCFE042 CARNE DE CABEZA 20,000 120,000"

Código Producto Descripción Cajas Kg. Neto
"IBMCFE043 NUEZ DE QUIJADA 939,000 384,000"
"IBMCFE060 CENTRO DE ENTRA\A5A 224,000 156,000"
"IBMCFE070 RABO 805,000 870,000"
"IBMCFE081 RI\A5ON 416,000 290,000"
"IBMCFE100 TRIPA GORDA 82,000 410,000"
"IBMCFE140 SANGRIA 63,000 630,000"
"IBMCFE141 CARNE CHICA 16,000 160,000"
"IBMCFE180 GA\A5OTE 11,000 110,000"
"IBMCFE210 MONDONGO VERDE CRUDO 582,000 2.910,000"
"IBMCFE240 BAZO 426,000 290,000"
"IBMCFE310 TENDON 68,000 408,000"
"IBMCFE320 VINZA 8,000 48,000"
"IBMCFE340 MEDULA ESPINAL 60,000 60,000"
"IBMCFE370 TRIPA ORILLA 286,000 1.430,000"
"IBMCPE170 LIBRILLO SEMICOCIDO BLANQUEADO 27,000 270,000"
"IBMCPE171 LIBRILLO NATURAL SEMI COCIDO 21,000 210,000"
"IBMCPE179 RECORTE DE LIBRILLO NATURAL SEMI COCIDO 1,000 18,000"
"IBMCPE202 BONETE SEMI COCIDO 20,000 200,000"
"TOTALES 7.701,000 13.641,090"

Cabezas faenadas: 548.0
Tropas del día
Nro. Tropa Cabezas
16161 1.0
16162 7.0

16163 30.0
16164 34.0
16165 1.0
16166 20.0
16167 26.0
16168 27.0
16170 42.0
16171 10.0
16173 5.0
16174 45.0
16175 28.0
16176 27.0
16178 5.0
16179 4.0
16180 2.0

Decomisos · producción 2025-01-08 a 2025-01-08 / faena 2025-01-07 a 2025-01-07

Código Producto Descripción Cajas Kg. Neto
"D240 PAJARILLA 1,000 50,000"
"D370 TRIPA ORILLA 1,000 80,000"
"TOTALES 2,000 130,000"
